NB,ANOMALY,FULLTEXT
30558,0,يا قادة الثورة والجهادإن سقطت ثورة الشام فستفقد الأمة ثقتها بالجهادوستفتن الأمة في دينافالله الله لا تفتنوا النا
30561,0,لولا هذا الرجل لكانت داعش والقاعدة والوهابية تمارس جهاد النكاح في القاهرة ودمشق وعمان والرياض وبيروت وبغداد
30571,0,انت لا تملك من الشهامة شيئولو كنت كذالك لم تكن تشتم الاخوان المسلمين وهم في سجون الظلم ولا يستطيعون ان يردوا على امثالك
30576,0,التيمية عقائد منحرفةإن الخلافة والإمامة جعل إلهي بخلاف الفكر التيمي التكفيري
30585,0,اذا جيشكم غير مستعد وغير جاهز للقتال لماذا تورطوا انفسكم في حرب عبثية يا اغبياء ، حكام مملكة الشر السعودي الى زوال باذن الله
30586,0,لو أنني امتلك سلاح وعتاد جبهة النصرة العهرة لاشعلت أماكن تواجد قوات النظام بريف حماة وإدلب ببركان من الصواريخ ثأرا
30599,0,الجميل هناك خطوات أساسية منها ضبط المعابر غير الشرعية وقرار حازم بإرسال الجيش وإقفالها وإلغاء كل العقود الوهمية ل
30601,0,حين انهارت الدولة بفعل فاعل و خيانة الشريك و الأخ كانت فصائل الحشد في الصف الأمامي للجبهة حتى ان نصرهم الله فكانوا كالبنيان
30603,1,في لبنان لا يوجد مقاومة بل يوجد حزب ارهابي مجوسي قتل من المسلمين اكتر من إسرائيل واغتال رجالات لبنان و ينشر الفكر الشيعي الا
30608,0,قام بتمثيل دور الجندي في جيش ابن سعد ، فلما رأى النيران تلتهم خيام الإمام الحسين ع عاد الى ربه اجمل خروج عن الن
30610,0,من أسباب الثورة العربية على الدولة العثمانية سياسة التتريك التي كانت تهدف لإحلال اللغة التركية مكان اللغة العربية و
30627,0,الميليشيات الي انته تسميها كان الها موقف ايجابي بتحرير العراق من داعش الي اجانه من دول الخليج والي
30648,0,امين واياك والشام عقر دار الخلافة وعاصمة المسلمين القادمة بإذن الله اللهم احسن خاتمتنا يارب على دينك
30654,0,ثورة حتى النصر مستمرون بثورتنا مستمرون بالدفاع عن اهلنا مستمرون بتحرير ارضنا مستمرون بقتال المحتل والقاتل مستمرون ب
30659,0,وليش تريد العشائر اسلح من الدولة وتسلح مو اكو دولة وجيش كان من المفروض يطلبون جيش لحماي
30665,0,الجبهة الديمقراطية لتحرير فلسطين تحيي المقاومة الإسلامية على عمليتها البطولية
30668,1,كذاب داعش جت ب والثورة قامت ثورة شعبية ضد الظلم وسلمية كما قال الاهبل بشار
30669,0,وبيطلعلك هونيك قريع عوني بقلك شو موقفكن من الجيش بحرب جرود عرسال وهلأ عم بذقفوا لمسرحية الج
30671,0,الاستعراض اله اهله وارجاله والمقاومة الها زلمها الخياله لواء يوم الموعود جيش الامام المهدي
30672,0,لك لا تنسى يا أبو الحسن بأنه كان مع الدولة الإسلامية كذلك لا تزور التاريخ رحم الله والديك
30675,0,التي امتهنت الصراخ والنار بوجه كل معاتيه الأرض الذين مروا على أرضها هي ثورة حتى مطلع الفجر عدو
30683,1,على الجيش الاسرائيلي الدخول الى لبنان و اخراج الجرذ حسن نصر الله من تحت الارض الدولة التي تحمي حزب الله هي دولة
30684,0,التحالف يرد على تهديدات أردوغان قسد تلعب دورا هاما بالحرب ضد داعش
30687,1,اخوك الكلب الاجرب عبدالله المحيسني السعودي الساقط مفتي جبهة النصرة الارهابية
30689,1,قصدوا بسبب عصابة حسن هالحرب والإختراق ليش وين الدولة إلي ما بتقدر تصادر سلاح الحزب ولا بس دولة وجيش ع الشعب السوري المهجر
30690,0,قيادة لواء السلام تزف احد قادتها الشهيد محمد برو اثناء قيامه مع رفاقه بمهام على نقاط الرباط محيط عفرين مع تنظيم قسد الإر
30691,0,بحمد الله و فضل سواعد المجاهدين وعد الله صدق بنصرة من نصره في عاشوراء نقول للامام الحسين ع أنبقى بعدك لا طي
30693,0,أكد الشيخ أسامة حداد المفتش العام للأوقاف الإسلامية في لبنان ، أن الدولة العثمانية لم تكن دولة محتلة لبلادنا ، بل كا
30697,0,في مثل هذا اليوم قبل سنتين اعلنا تحرير مدينة تلعفر من قبضة داعش الارهاب التي كانت تعتبرها من اقوى حصونها ولكن بفضل الله
30703,0,المحتلة وسائل اعلام اسرائيلية عن لواء احتياط في حال وقوع قتلى في صفوف الجيش فإنه من الخطأ الاستراتيجي الرد با
30704,0,الي بإيدو قرار السلم والحرب هو بيكون الدولة الدولة الحقيقية بلبنان تتمثل بالحزب اما باقي ما يسمى رؤساء ووزاء ونواب هودي
30707,0,يا قادة الثورة والجهادإن سقطت ثورة الشام فستفقد الأمة ثقتها بالجهادوستفتن الأمة في دينافالله الله لا تفتنوا الناس عن د
30714,0,ما بدك حرب يا سارة بس بدك سلاح حزب الله هيك ما بتظبط السلاح لازم يكون بايد الدولة
30723,0,براية تنظيم القاعدة بارك الله فيك
30729,0,الشمال مافي لزوم اسرائيل تعمل حرب لتدمر لبنان اجا مين بالداخل دمر الدولة عوضا عنها
30738,0,جيش الاحتلال يعلن رفع القيود في الجبهة الداخلية
30745,0,رد حزب الله ضعيف جدا لم يصب اي جندي من جنود جيش الاحتلال بالعملية هل هذا هو الرد الذي تحدث عنه حسن نصرالله ؟
30752,0,المقاتل السوري المغرر به في تنظيم جبهة النصرة يتحمل مسؤولية إضعاف الجبهة الداخلية نتيجة تنفيذ أوامر والغدر
30755,0,وسائل إعلام عن لواء احتياط في حال وقوع قتلى في صفوف الجيش فإنه من الخطأ الاستراتيجي الرد بالنار
30757,0,شرعية الوهم تريد ان تعيد عدن إلى مربع الإرهابإلى مربع الموت والنهاية عبر تفريخ الدواعش في مفاصل الدولة ، ولهذا قاو
